Item Code,AG,Unit Weight,Complexity Code,Product Group,Stock Value,Product Category Description,IMAGE
50D3DT1WGABA21,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,3.95,RE,Unified Region Sales25-National Sales89,71140,Category 7429,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3DT1WG.jpg
50D4I21EZADA09,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,3.48,RE,Unified Region Sales4-National Sales32,50870,Category 12758,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4I21EZ.jpg
50D4I21FCADA09,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,4.25,RE,Unified Region Sales5-National Sales51,64524,Category 12760,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4I21FC.jpg
50D5PI1NBAFA02,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,1,RE,z no,1,Category 16789,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PI1NB.jpg
50D5PI1NGAFA02,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,1,RE,z no,1,Category 16794,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PI1NG.jpg
50D5P10CCEBA02,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,1,RE,z no,1,Category 16742,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5P10CC.jpg
50D5PI1MZAFA02,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,1,RE,z no,1,Category 16788,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PI1MZ.jpg
50D5PI1NDAFA02,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,1,RE,z no,1,Category 16791,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PI1ND.jpg
50D5PI1NFAFA02,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,1,RE,z no,1,Category 16793,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PI1NF.jpg
50D5PI1NJAFA02,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,1,RE,z no,1,Category 16797,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PI1NJ.jpg
50D5PL1KSABA10,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,1,RE,z no,1,Category 17180,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PL1KS.jpg
50D5PL1KTABA10,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,1,RE,z no,1,Category 17181,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PL1KT.jpg
50D5PL1LYABA10,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,1,RE,z no,1,Category 17191,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PL1LY.jpg
50M4FF1CIABA02,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,3.86,RE,z no,83495,Category 23589,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M4FF1CI.jpg
511721SLQABAP2,EVERYDAYS|PJWS|EAR RING|A|_|_|_,7.35,RE,National Sales1,55457,Category 908,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=1721SLQ.jpg
51D3B1SQSABAP3,EVERYDAYS|PJWS|EAR RING|A|_|_|_,9.56,RE,National Sales9,66710,Category 5838,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3B1SQS.jpg
513013DTZABAP1,EVERYDAYS|PJWS|EAR RING|A|_|_|_,8.89,RE,Unified Region Sales19-National Sales151,62316,Category 2228,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=3013DTZ.jpg
51D1SCSOCABAP1,EVERYDAYS|PJWS|EAR RING|A|_|_|_,4.1,RE,Unified Region Sales1-National Sales8,28468,Category 4602,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D1SCSOC.jpg
513220DGDABAP1,EVERYDAYS|PJWS|EAR RING|A|_|_|_,8.86,RE,Unified Region Sales20-National Sales147,61519,Category 2589,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=3220DGD.jpg
512515DEGABAP1,EVERYDAYS|PJWS|EAR RING|A|_|_|_,10.15,RE,Unified Region Sales76-National Sales350,70382,Category 1662,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=2515DEG.jpg
511251DQBABAP1,EVERYDAYS|PJWS|EAR RING|A|_|_|_,7.25,RE,Unified Region Sales76-National Sales352,50293,Category 613,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=1251DQB.jpg
51F3I2VBEU1A00,F&B|PLAIN GROUP|ALL|RELIGIOUS|_|_|_,27.1,Low,Unified Region Sales1-National Sales34,231914.66,Category 20244,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F3I2VBE.jpg
51F3I2VABU1A00,F&B|PLAIN GROUP|ALL|RELIGIOUS|_|_|_,26.49,Low,Unified Region Sales2-National Sales33,226736.46,Category 20239,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F3I2VAB.jpg
50F2I2BAAPAA00,F&B|PLAIN GROUP|ALL|RELIGIOUS|_|_|_,1.01,RE,Unified Region Sales4-National Sales44,7213.69,Category 20096,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F2I2BAA.jpg
51F5B1VCOU1A00,F&B|PLAIN GROUP|ALL|RELIGIOUS|_|_|_,1,RE,z no,1,Category 20442,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F5B1VCO.jpg
51F1KPFPQTAA00,F&B|PLAIN GROUP|FINGER RING|_|_|_|_,4.83,RE,Unified Region Sales162-National Sales581,43748.32,Category 19976,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F1KPFPQ.jpg
51F1KPFAVRAA00,F&B|PLAIN GROUP|FINGER RING|_|_|_|_,8.07,RE,Unified Region Sales32-National Sales172,75040.47,Category 19891,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F1KPFAV.jpg
51F1KPFREWAA00,F&B|PLAIN GROUP|FINGER RING|_|_|_|_,3.58,RE,Unified Region Sales4-National Sales101,32685.75,Category 19989,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F1KPFRE.jpg
51F1KPFNURAA00,F&B|PLAIN GROUP|FINGER RING|_|_|_|_,5.56,RE,Unified Region Sales56-National Sales212,50301.97,Category 19961,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F1KPFNU.jpg
51F1D1FJCVAACZ,F&B|PLAIN GROUP|FINGER RING|_|_|_|_,4.3,RE,Unified Region Sales7-National Sales59,34835,Category 19793,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F1D1FJC.jpg
51F5B1FAQTAACZ,F&B|PLAIN GROUP|FINGER RING|_|_|_|_,1,RE,z no,1,Category 20392,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F5B1FAQ.jpg
51F5B1FBSVAA00,F&B|PLAIN GROUP|FINGER RING|_|_|_|_,1,RE,z no,1,Category 20393,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F5B1FBS.jpg
51G3C1PGWAAACZ,F&B|PLAIN GROUP|PENDANT|_|_|_|_,6.06,RE,National Sales14,43709,Category 20856,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G3C1PGW.jpg
51F2DWPJKAAA00,F&B|PLAIN GROUP|PENDANT|_|_|_|_,4.42,RE,Unified Region Sales14-National Sales84,39991.74,Category 20043,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F2DWPJK.jpg
51F3GCPAOAAA00,F&B|PLAIN GROUP|PENDANT|_|_|_|_,3.56,RE,Unified Region Sales24-National Sales75,32581.12,Category 20229,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F3GCPAO.jpg
51F1LXPAJAAAP1,F&B|PLAIN GROUP|PENDANT|_|_|_|_,6.61,RE,Unified Region Sales4-National Sales111,46138,Category 20030,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F1LXPAJ.jpg
51F5B1PBFAAA00,F&B|PLAIN GROUP|PENDANT|_|_|_|_,1,RE,z no,1,Category 20414,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F5B1PBF.jpg
51F5B1PBIAAA00,F&B|PLAIN GROUP|PENDANT|_|_|_|_,1,RE,z no,1,Category 20416,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F5B1PBI.jpg
51F5B1PBLAAA00,F&B|PLAIN GROUP|PENDANT|_|_|_|_,1,RE,z no,1,Category 20418,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F5B1PBL.jpg
51F5B1PBNAAA00,F&B|PLAIN GROUP|PENDANT|_|_|_|_,1,RE,z no,1,Category 20420,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F5B1PBN.jpg
51F5B1PCEAAAP1,F&B|PLAIN GROUP|PENDANT|_|_|_|_,1,RE,z no,1,Category 20427,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F5B1PCE.jpg
51F5B1PCFAAACZ,F&B|PLAIN GROUP|PENDANT|_|_|_|_,1,RE,z no,1,Category 20428,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F5B1PCF.jpg
51F5B1PCPAAA00,F&B|PLAIN GROUP|PENDANT|_|_|_|_,1,RE,z no,1,Category 20432,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F5B1PCP.jpg
51F5JYPCQAAA00,F&B|PLAIN GROUP|PENDANT|_|_|_|_,1,RE,z no,1,Category 20457,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F5JYPCQ.jpg
51F5JYPCRAAA00,F&B|PLAIN GROUP|PENDANT|_|_|_|_,1,RE,z no,1,Category 20458,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F5JYPCR.jpg
51F5PLPACAAAP1,F&B|PLAIN GROUP|PENDANT|_|_|_|_,1,RE,z no,1,Category 20461,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F5PLPAC.jpg
51G4B1BCHIAA00,GENTS|GOLD PLAIN|BRACELET|A(0-24)|_|_|_,19.59,RE,National Sales1,180238.38,Category 21166,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G4B1BCH.jpg
51G3C1BGFGAA00,GENTS|GOLD PLAIN|BRACELET|A(0-24)|_|_|_,19.22,RE,National Sales29,174260.83,Category 20814,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G3C1BGF.jpg
51G4B1BIFGAA00,GENTS|GOLD PLAIN|BRACELET|A(0-24)|_|_|_,21.21,RE,Unified Region Sales1-National Sales5,195107.2,Category 21197,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G4B1BIF.jpg
512P15BCMGAA00,GENTS|GOLD PLAIN|BRACELET|A(0-24)|_|_|_,24.01,RE,Unified Region Sales56-National Sales214,226155.36,Category 2200,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=2P15BCM.jpg
513220BLMGAA00,GENTS|GOLD PLAIN|BRACELET|A(0-24)|_|_|_,16.61,RE,Unified Region Sales5-National Sales51,150599.81,Category 2584,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=3220BLM.jpg
51G5B1BALGAA00,GENTS|GOLD PLAIN|BRACELET|A(0-24)|_|_|_,1,RE,z no,1,Category 21810,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G5B1BAL.jpg
51G5PLBBQFAA00,GENTS|GOLD PLAIN|BRACELET|A(0-24)|_|_|_,1,RE,z no,1,Category 22221,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G5PLBBQ.jpg
51G2J1BBQKAACZ,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,29.08,RE,Unified Region Sales10-National Sales55,236230,Category 20539,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G2J1BBQ.jpg
51G4B1BHKFAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,22.63,RE,Unified Region Sales1-National Sales1,209381,Category 21195,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G4B1BHK.jpg
513420BAYIAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,14.13,RE,Unified Region Sales26-National Sales69,130433.45,Category 2735,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=3420BAY.jpg
51G3C1BAAFAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,16.71,RE,Unified Region Sales28-National Sales116,143020.89,Category 20806,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G3C1BAA.jpg
51G4STBBKJAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,1,RE,Unified Region Sales2-National Sales5,1,Category 21739,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G4STBBK.jpg
51G4C1BDVFAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,17.45,RE,Unified Region Sales2-National Sales6,161055.27,Category 21398,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G4C1BDV.jpg
51G2J1BCHGAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,14.3,RE,Unified Region Sales35-National Sales125,129929.8,Category 20546,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G2J1BCH.jpg
51G4C1BDQFAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,1,RE,Unified Region Sales6-National Sales13,1,Category 21396,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G4C1BDQ.jpg
51G4B1BAAGAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,18.26,RE,Unified Region Sales75-National Sales215,168549.22,Category 21151,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G4B1BAA.jpg
51G4C1BDSFAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,12.76,RE,Unified Region Sales7-National Sales16,117715.89,Category 21397,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G4C1BDS.jpg
51G5A1BACBAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,1,RE,z no,1,Category 21759,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G5A1BAC.jpg
51G5B1BMVFAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,1,RE,z no,1,Category 21855,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G5B1BMV.jpg
51G5PLBAAFAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,1,RE,z no,1,Category 22204,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G5PLBAA.jpg
51G5A1BAFBAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,1,RE,z no,1,Category 21761,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G5A1BAF.jpg
51G5A1BAHFAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,1,RE,z no,1,Category 21762,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G5A1BAH.jpg
50G5A1BAIDAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,1,RE,z no,1,Category 21763,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G5A1BAI.jpg
50G5A1BAODAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,1,RE,z no,1,Category 21768,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G5A1BAO.jpg
50G5AXBAHDAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,1,RE,z no,1,Category 21805,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G5AXBAH.jpg
51G5B1BBCGAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,1,RE,z no,1,Category 21811,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G5B1BBC.jpg
51G5B1BBDFAA00,GENTS|GOLD PLAIN|BRACELET|AVEER|A|_|_,1,RE,z no,1,Category 21812,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G5B1BBD.jpg
51G2PTBHIGAA00,GENTS|GOLD PLAIN|BRACELET|B(24+)|_|_|_,29.85,RE,National Sales13,276213.39,Category 20636,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G2PTBHI.jpg
51G2PTBHODAA00,GENTS|GOLD PLAIN|BRACELET|B(24+)|_|_|_,26.75,RE,National Sales5,243005.07,Category 20644,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G2PTBHO.jpg
51G2PTBHMGAA00,GENTS|GOLD PLAIN|BRACELET|B(24+)|_|_|_,24.78,RE,National Sales9,229304.86,Category 20642,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G2PTBHM.jpg
51G4B1BEUDAA00,GENTS|GOLD PLAIN|BRACELET|B(24+)|_|_|_,24.39,RE,Unified Region Sales11-National Sales53,167608,Category 21174,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G4B1BEU.jpg
51F1KPBIQFAA00,GENTS|GOLD PLAIN|BRACELET|B(24+)|_|_|_,26.34,RE,Unified Region Sales12-National Sales52,238886.52,Category 19849,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F1KPBIQ.jpg
51F1KPBHXDAA00,GENTS|GOLD PLAIN|BRACELET|B(24+)|_|_|_,25.84,RE,Unified Region Sales15-National Sales37,230880.4,Category 19837,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F1KPBHX.jpg
51G2PTBHLGAA00,GENTS|GOLD PLAIN|BRACELET|B(24+)|_|_|_,30.2,RE,Unified Region Sales1-National Sales11,279433.78,Category 20640,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G2PTBHL.jpg
51G2PTBHZGAA00,GENTS|GOLD PLAIN|BRACELET|B(24+)|_|_|_,25.7,RE,Unified Region Sales1-National Sales14,235067.01,Category 20653,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G2PTBHZ.jpg
51F1D1BQFHAA00,GENTS|GOLD PLAIN|BRACELET|B(24+)|_|_|_,25.74,RE,Unified Region Sales24-National Sales90,236815.34,Category 19764,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=F1D1BQF.jpg
51G2PTBKJFAA00,GENTS|GOLD PLAIN|BRACELET|B(24+)|_|_|_,28.57,RE,Unified Region Sales2-National Sales19,261330.91,Category 20655,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G2PTBKJ.jpg
51G2PTBHREAA00,GENTS|GOLD PLAIN|BRACELET|B(24+)|_|_|_,31.65,RE,Unified Region Sales6-National Sales10,289534.2,Category 20647,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G2PTBHR.jpg
51G5B1BBGHAA00,GENTS|GOLD PLAIN|BRACELET|B(24+)|_|_|_,1,RE,z no,1,Category 21817,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G5B1BBG.jpg
51G5PLBBSFAA00,GENTS|GOLD PLAIN|BRACELET|B(24+)|_|_|_,1,RE,z no,1,Category 22223,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G5PLBBS.jpg
51G5PLBBWFAA00,GENTS|GOLD PLAIN|BRACELET|B(24+)|_|_|_,1,RE,z no,1,Category 22224,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G5PLBBW.jpg
51G2I2FFVUAA00,GENTS|GOLD PLAIN|FINGER RING|AVEER|A|_|_,5.9,Low,Unified Region Sales2-National Sales31,50515.22,Category 20519,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G2I2FFV.jpg
51G2I2FFOTAA00,GENTS|GOLD PLAIN|FINGER RING|AVEER|A|_|_,5.37,Low,Unified Region Sales39-National Sales157,45987.51,Category 20514,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G2I2FFO.jpg
51G2I2FFFYAA00,GENTS|GOLD PLAIN|FINGER RING|AVEER|A|_|_,7.22,Low,Unified Region Sales4-National Sales28,61795.98,Category 20510,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G2I2FFF.jpg
50G3ALFCZRAA00,GENTS|GOLD PLAIN|FINGER RING|AVEER|A|_|_,8.5,RE,Unified Region Sales1-National Sales9,67870.18,Category 20789,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G3ALFCZ.jpg
51G5B1FFKSAA00,GENTS|GOLD PLAIN|FINGER RING|AVEER|A|_|_,1,RE,z no,1,Category 21990,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G5B1FFK.jpg
51G4G2VAIV1A00,GENTS|GOLD PLAIN|KADA|A|SizeV|_|_,32.64,Low,Unified Region Sales15-National Sales79,264710.4,Category 21441,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G4G2VAI.jpg
51G3I1VHQV1A00,GENTS|GOLD PLAIN|KADA|A|SizeV|_|_,27.3,Low,Unified Region Sales31-National Sales112,234588.9,Category 20926,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G3I1VHQ.jpg
51G3I1VAJV1A00,GENTS|GOLD PLAIN|KADA|A|SizeV|_|_,27.33,Low,Unified Region Sales62-National Sales239,233900.35,Category 20922,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G3I1VAJ.jpg
51G2PTVBTV1A00,GENTS|GOLD PLAIN|KADA|A|SizeV|_|_,36.13,Low,Unified Region Sales6-National Sales64,309270.91,Category 20755,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G2PTVBT.jpg
51G5M1VAFV1A00,GENTS|GOLD PLAIN|KADA|A|SizeV|_|_,1,RE,z no,1,Category 22192,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G5M1VAF.jpg
51G5PLVATV1A00,GENTS|GOLD PLAIN|KADA|A|SizeV|_|_,1,RE,z no,1,Category 22303,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=G5PLVAT.jpg
50O3I12NJABA29,OCCASION|HV STUDDED|SET2|5-8L|ELEGANCE|_,28.67,RE,National Sales1,591723,Category 26094,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=O3I12NJ.jpg
50O2J12OYABA02,OCCASION|HV STUDDED|SET2|5-8L|ELEGANCE|_,40.62,RE,National Sales12,786611,Category 25171,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=O2J12OY.jpg
50O2J12OZABA29,OCCASION|HV STUDDED|SET2|5-8L|ELEGANCE|_,36.35,RE,National Sales14,578669,Category 25172,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=O2J12OZ.jpg
50O4PI2AZDBA09,OCCASION|HV STUDDED|SET2|5-8L|ELEGANCE|_,28.34,RE,National Sales3,696270,Category 30700,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=O4PI2AZ.jpg
50O3UN2AVABB09,OCCASION|HV STUDDED|SET2|5-8L|ELEGANCE|_,29.83,RE,National Sales5,534172,Category 27664,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=O3UN2AV.jpg
50O4PI2AUDBA09,OCCASION|HV STUDDED|SET2|5-8L|ELEGANCE|_,29.79,RE,National Sales8,653269,Category 30693,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=O4PI2AU.jpg
50O3J32YRABA02,OCCASION|HV STUDDED|SET2|5-8L|ELEGANCE|_,20.89,RE,Unified Region Sales12-National Sales69,542875,Category 26571,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=O3J32YR.jpg
50O2JA2FTABA21,OCCASION|HV STUDDED|SET2|5-8L|ELEGANCE|_,38.78,RE,Unified Region Sales13-National Sales29,595377,Category 25231,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=O2JA2FT.jpg
50O3J32YVABA02,OCCASION|HV STUDDED|SET2|5-8L|ELEGANCE|_,24.85,RE,Unified Region Sales14-National Sales64,587707,Category 26573,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=O3J32YV.jpg
50O4VF2AUDBA02,OCCASION|HV STUDDED|SET2|5-8L|ELEGANCE|_,33.21,RE,Unified Region Sales1-National Sales1,761017,Category 32117,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=O4VF2AU.jpg
50O2JA2GMABA10,OCCASION|HV STUDDED|SET2|5-8L|ELEGANCE|_,33.46,RE,Unified Region Sales2-National Sales13,566907,Category 25238,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=O2JA2GM.jpg
